Country_Head_1,Country_Head_2,Country_Head_3,Country_Head_4,Code,Done
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Hoyer, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Husby, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Husbyholz, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Husum, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Itzehoe (notgeld), City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Kampen auf Sylt, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Kappeln, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Keitum, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Kellenhusen, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Kellinghusen, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Kiel (notgeld), City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Klanxbüll, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Klein Nordende-Lieth, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Koberg, District of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Kölln-Reisiek, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Krempe, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Kummerfeld, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Landkirchen auf Fehmarn, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Langeln in Holstein, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Langelohe, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Langeneß-Nordmarsch, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Langenhorn in Nordfriesland, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Lauenburg an der Elbe, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Leck, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","List, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Lügumkloster, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Lunden, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Lunderup, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Lütjenburg, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Lutzhöft, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Marne, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Mölln, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Morsum auf Sylt, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Neumühlen-Dietrichsdorf, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Neumünster, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Neustadt in Holstein, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Niebüll, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Norddorf auf Amrum, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Norddörfer, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Norderdithmarschen and Süderdithmarschen, Districts of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Norderdithmarschen, District of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Nortorf, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Oland, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Oldenburg in Holstein, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Pinneberg, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Plön, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Poppenbüttel, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Preetz, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Pries-Friedrichsort, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Quern, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Ratzeburg, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Rellingen, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Rendsburg, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Rödding, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Satrup in Angeln, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Schleswig, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Schleswig-Holstein, Prussian province of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Schnelsen, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Schobüll, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Seeth in Nordfriesland, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Seeth-Ekholt, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Segeberg, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Sonderburg, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Sörup, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Stedesand, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Steinburg, District of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Steinfeld in Schleswig, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Stellingen-Langenfelde, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Stormarn, District of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Suchsdorf, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Süderbrarup, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Süderholz, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Tangstedt bei Pinneberg, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Thesdorf, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Tingleff, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Tondern, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Tonndorf-Lohe, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Tönning, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Trittau, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Uetersen, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Uk, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Wandsbek, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Warnitz in Schleswig, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Wedel, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Wesselburen, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Westerland, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Wilster, City of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Wittdün, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Woyens, Municipality of",SHO,No
Germany,German notgeld,"Schleswig-Holstein, Prussian province of","Wyk, City of",SHO,No
Germany,German notgeld,"Schwarzburg-Rudolstadt, Federal state of","Bad Blankenburg (Schwarzburg-Rudolstadt), City of",SCR,No
Germany,German notgeld,"Schwarzburg-Rudolstadt, Federal state of","Frankenhausen (Schwarzburg-Rudolstadt), City of",SCR,No
Germany,German notgeld,"Schwarzburg-Rudolstadt, Federal state of","Königsee (Schwarzburg-Rudolstadt), City of",SCR,No
Germany,German notgeld,"Schwarzburg-Rudolstadt, Federal state of","Leutenberg (Schwarzburg-Rudolstadt), City of",SCR,No
Germany,German notgeld,"Schwarzburg-Rudolstadt, Federal state of","Meuselbach (Schwarzburg-Rudolstadt), Municipality of",SCR,No
Germany,German notgeld,"Schwarzburg-Rudolstadt, Federal state of","Neuhaus am Rennweg (Schwarzburg-Rudolstadt), Municipality of",SCR,No
Germany,German notgeld,"Schwarzburg-Rudolstadt, Federal state of","Rudolstadt (Schwarzburg-Rudolstadt), City of",SCR,No
Germany,German notgeld,"Schwarzburg-Rudolstadt, Federal state of","Schwarzburg-Rudolstadt, Federal state of",SCR,No
Germany,German notgeld,"Schwarzburg-Rudolstadt, Federal state of","Stadtilm (Schwarzburg-Rudolstadt), City of",SCR,No
Germany,German notgeld,"Schwarzburg-Sondershausen, Federal state of","Arnstadt (Schwarzburg-Sondershausen), City of",SCS,No
Germany,German notgeld,"Schwarzburg-Sondershausen, Federal state of","Schwarzburg-Sondershausen, Federal state of",SCS,No
Germany,German notgeld,"Schwarzburg-Sondershausen, Federal state of","Sondershausen (Schwarzburg-Sondershausen), City of",SCS,No
Germany,German notgeld,"Silesia, Prussian province of","Bernstadt (Silesia), City of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Breslau (Silesia), City of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Bunzlau (Silesia), City of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Frankenstein (Silesia), City of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Frauendorf (Silesia), Municipality of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Freiburg (Silesia), City of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Glatz (Silesia), City of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Glogau (Silesia), City of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Görlitz (Silesia), City of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Greiffenberg (Silesia), City of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Groß-Wartenberg (Silesia), City of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Grünberg (Silesia), City of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Haynau (Silesia), City of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Herrnstadt (Silesia), City of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Hirschberg (Silesia), City of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Hoyerswerda (Silesia), City of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Landeck (Silesia), City of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Landeshut (Silesia), City of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Lauban (Silesia), City of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Leobschütz (Silesia), City of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Loslau (Silesia), City of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Löwenberg (Silesia), City of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Lüben (Silesia), City of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Münsterberg (Silesia), City of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Namslau (Silesia), City of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Neisse (Silesia), City of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Neudorf bei Kattowitz (Silesia), Municipality of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Neumarkt (Silesia), City of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Neurode (Silesia), District of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Neusalz (Silesia), City of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Nimptsch (Silesia), City of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Oels (Silesia), City of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Ottmachau (Silesia), City of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Penzig (Silesia), Municipality of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Ratibor (Silesia), City of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Reinerz (Silesia), City of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Sagan (Silesia), City of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Schlesiengrube (Silesia), Municipality of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Seitenberg (Silesia), Municipality of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Silesia, Prussian province of",SIP,No
Germany,German notgeld,"Silesia, Prussian province of","Sprottau (Silesia), City of",SIP,No
